V_cmd,I_meas_1,V_meas_1,I_meas_2,V_meas_2,ratio_I2_I1
1.0,3.610338e-07,0.9687601,3.116067e-07,0.9959037,0.8630956436765754
2.0,4.005318e-07,2.036679,4.103947e-07,2.02022,1.0246245117116792
3.0,3.610131e-07,3.082912,5.33911e-07,3.017476,1.4789241720037305
4.0,3.807915e-07,3.971359,4.202643e-07,3.954383,1.1036598768617472
5.0,3.610048e-07,5.03896,3.956081e-07,5.017563,1.0958527421242046
6.0,4.350992e-07,5.997867,3.264304e-07,5.987207,0.7502436226037649
7.0,5.289778e-07,7.011675,3.412526e-07,7.120656,0.6451170540616261
8.0,4.696932e-07,8.014236,4.104022e-07,8.008533,0.8737665352617411
9.0,4.400418e-07,8.983874,5.931839e-07,9.098372,1.3480171656419915
10.0,3.90647e-07,9.992066,5.536713e-07,10.07388,1.4173187046105562
11.0,4.153546e-07,11.07121,4.350939e-07,11.01058,1.0475239710839848
12.0,4.795794e-07,12.02489,4.548785e-07,12.04669,0.9484946601125904
13.0,6.623391e-07,13.0378,4.350513e-07,12.91054,0.6568407330927618
14.0,6.62357e-07,14.02994,5.338973e-07,14.00758,0.8060567035601648
15.0,5.437806e-07,15.01028,5.63544e-07,15.04854,1.0363444374440722
16.0,5.190809e-07,16.02921,7.512942e-07,16.01376,1.4473547379608844
17.0,5.536857e-07,17.05454,6.425965e-07,17.04324,1.1605799102270475
18.0,4.943436e-07,17.98363,5.388163e-07,17.98979,1.0899631349530974
19.0,6.08032e-07,19.04907,5.684914e-07,19.02107,0.9349695410767854
20.0,7.611379e-07,20.03955,5.684691e-07,20.01183,0.7468674204766311
21.0,6.574478e-07,21.00038,5.78326e-07,20.95346,0.8796531070603628
22.0,5.981317e-07,22.12698,7.068034e-07,22.034,1.181685237548854
23.0,6.573992e-07,23.00916,7.61159e-07,23.02624,1.1578337789276287
24.0,6.129438e-07,24.01739,6.920117e-07,24.05667,1.1289969814524594
25.0,6.573948e-07,24.97055,6.623436e-07,25.03633,1.0075278964786456
26.0,7.166638e-07,26.00541,6.820897e-07,26.03285,0.951756876794949
27.0,7.8086e-07,26.99621,6.030798e-07,26.99878,0.7723276899828394
28.0,6.870435e-07,28.04955,7.166785e-07,28.11472,1.0431340955849229
29.0,6.523848e-07,28.92815,8.698166e-07,29.04102,1.33328765477062
30.0,6.820943e-07,30.00523,7.660515e-07,29.99338,1.123087379560275
31.0,6.870482e-07,31.00309,7.068034e-07,31.04099,1.0287537322708946
32.0,7.166883e-07,32.00569,6.870854e-07,32.05132,0.9586948747454089
33.0,8.549908e-07,33.04565,7.216283e-07,33.06823,0.8440187894419448
34.0,8.550387e-07,34.05584,6.573815e-07,34.02018,0.7688324516773334
