V_cmd,I_meas_1,V_meas_1,I_meas_2,V_meas_2,ratio_I2_I1
1.0,2.967882e-07,1.017708,4.746214e-07,0.9849901,1.5991922859466785
2.0,3.659384e-07,2.009338,3.313925e-07,2.08592,0.9055964063897093
3.0,4.153446e-07,3.050121,3.11605e-07,3.017428,0.7502324575785986
4.0,3.511228e-07,4.030887,4.943968e-07,4.063741,1.4080452764673785
5.0,4.499272e-07,5.017205,3.906655e-07,5.012074,0.8682860249391458
6.0,4.499217e-07,6.036056,3.560994e-07,5.998771,0.7914697157305371
7.0,4.054671e-07,7.016957,4.252117e-07,6.962137,1.0486959361191082
8.0,4.745946e-07,7.948029,4.350912e-07,7.997382,0.9167639075539419
9.0,4.301409e-07,8.983304,4.499161e-07,9.081809,1.0459737727800356
10.0,3.807737e-07,9.975957,5.636433e-07,10.03228,1.480257958992441
11.0,4.993243e-07,11.03817,3.36288e-07,10.93931,0.6734861491820046
12.0,3.807402e-07,11.94164,5.586113e-07,11.99736,1.4671718405358825
13.0,4.943843e-07,13.04881,5.190709e-07,12.99935,1.0499340290539163
14.0,6.969187e-07,14.06763,4.894227e-07,13.97434,0.7022665627999364
15.0,5.486992e-07,14.96598,7.168007e-07,15.06775,1.3063636688371334
16.0,5.289438e-07,15.98499,5.339144e-07,16.00793,1.0093972176250106
17.0,6.326953e-07,17.01532,5.339076e-07,17.01572,0.8438621244697092
18.0,6.821128e-07,18.02391,7.364332e-07,18.03424,1.0796355089656726
19.0,7.364584e-07,19.07571,5.586077e-07,19.01003,0.758505436288051
20.0,5.882362e-07,19.97401,5.931956e-07,20.02929,1.008430967016311
21.0,6.129234e-07,21.00333,7.265982e-07,21.02168,1.1854633058551853
22.0,7.067505e-07,22.01029,6.030838e-07,21.97493,0.8533192406655532
23.0,5.981594e-07,23.13632,6.574124e-07,22.99881,1.099058879623057
24.0,6.030718e-07,24.00687,6.821081e-07,24.01758,1.1310562025947821
25.0,7.117046e-07,24.96391,7.216381e-07,24.99878,1.0139573356698834
26.0,6.425708e-07,26.07644,6.820205e-07,25.9317,1.0613935460497117
27.0,6.327375e-07,27.03233,7.018969e-07,27.1738,1.1093018826922698
