V_cmd,I_meas_1,V_meas_1,I_meas_2,V_meas_2,ratio_I2_I1
1.0,3.488747e-07,1.010964,3.271164e-07,1.004405,0.9376329094657767
2.0,3.632134e-07,2.013896,3.706287e-07,2.01225,1.0204158216629675
3.0,3.869458e-07,3.009188,3.923841e-07,3.01191,1.014054423125926
4.0,4.007902e-07,4.01103,4.027665e-07,4.009921,1.004931008792131
5.0,4.255105e-07,5.010124,4.106786e-07,5.008503,0.9651432808356081
6.0,4.383663e-07,6.014697,4.319384e-07,6.017418,0.9853366921681708
7.0,4.457831e-07,7.017085,4.57153e-07,7.017591,1.0255054532125603
8.0,4.536934e-07,8.013457,4.625932e-07,8.010731,1.0196163312051707
9.0,4.709983e-07,9.007652,4.655598e-07,9.013658,0.9884532491943178
10.0,4.902848e-07,10.00686,4.789131e-07,10.01232,0.976805929941128
11.0,5.041251e-07,11.02005,5.065979e-07,11.02552,1.0049051316825923
12.0,5.051156e-07,12.02248,5.209365e-07,12.01918,1.0313213450544787
13.0,6.24771e-07,13.02111,5.61978e-07,13.02057,0.8994943747389044
14.0,5.792776e-07,14.0108,6.9201e-07,14.0174,1.1946085952572654
15.0,7.152463e-07,15.01537,5.955945e-07,15.01157,0.8327124516407844
16.0,6.03013e-07,16.01128,6.692702e-07,16.01465,1.1098769014930026
17.0,7.018991e-07,17.03002,6.994264e-07,17.02673,0.996477128977655
18.0,6.583908e-07,18.02592,6.311948e-07,18.02639,0.958693225968528
19.0,6.648194e-07,19.0316,7.414557e-07,19.02121,1.1152738623451723
20.0,7.597535e-07,20.02207,6.445462e-07,20.02085,0.8483622648661704
21.0,6.588822e-07,21.01933,7.597483e-07,21.01666,1.1530866974399976
22.0,7.829865e-07,22.03159,7.167307e-07,22.03152,0.9153806610969666
23.0,6.944854e-07,23.03516,7.127771e-07,23.03125,1.026338494660939
24.0,7.562867e-07,24.02762,7.810099e-07,24.03313,1.0326902482881162
25.0,7.859548e-07,25.02626,7.009088e-07,25.02231,0.8917927595836299
26.0,7.182183e-07,26.01997,8.383624e-07,26.02093,1.1672807557256617
27.0,8.31932e-07,27.0123,7.478819e-07,27.01734,0.8989699879317059
28.0,7.350276e-07,28.03286,8.007872e-07,28.03613,1.0894654840171987
29.0,8.541831e-07,29.02967,8.067193e-07,29.02974,0.9444336934317712
30.0,8.121587e-07,30.02943,7.6716e-07,30.02755,0.9445937105642037
31.0,7.953452e-07,31.0246,8.967061e-07,31.02306,1.1274426500593704
