V_cmd,I_meas_1,V_meas_1,I_meas_2,V_meas_2,ratio_I2_I1
1.0,3.44919e-07,1.007691,3.330512e-07,1.013138,0.9655925014278713
2.0,3.735963e-07,2.00735,3.592584e-07,2.008446,0.9616219432580034
3.0,3.785409e-07,3.011374,3.928792e-07,3.010281,1.0378778092406924
4.0,4.037553e-07,4.007194,4.161174e-07,4.011573,1.0306178024164636
5.0,4.161159e-07,4.999208,4.141389e-07,5.007401,0.995248919832191
6.0,4.452897e-07,6.021811,4.279833e-07,6.017424,0.9611345153503438
7.0,4.477605e-07,7.014898,4.462786e-07,7.018198,0.9966904182034816
8.0,4.522115e-07,8.011853,4.65561e-07,8.01621,1.0295204788025074
9.0,4.645727e-07,9.013701,4.794036e-07,9.01147,1.0319237441201343
10.0,4.888003e-07,10.01664,4.823714e-07,10.01443,0.986847593996976
11.0,5.075868e-07,11.02443,4.883042e-07,11.02389,0.9620112264542735
12.0,5.070927e-07,12.01919,5.090695e-07,12.01861,1.0038983010404214
13.0,6.658078e-07,13.01835,6.781631e-07,13.01714,1.0185568567986136
14.0,5.86203e-07,14.01417,5.921362e-07,14.0169,1.0101214084540682
15.0,6.489948e-07,15.0078,6.539387e-07,15.01433,1.0076177806047135
16.0,6.781682e-07,16.01132,6.534513e-07,16.00928,0.9635534370381862
17.0,6.153758e-07,17.0301,6.282274e-07,17.02725,1.020884149165437
18.0,7.271157e-07,18.02478,7.444172e-07,18.02304,1.0237947000731797
19.0,6.321849e-07,19.02118,6.400989e-07,19.02783,1.012518489448261
20.0,7.468925e-07,20.02135,7.340362e-07,20.02732,0.9827869472514451
21.0,7.098105e-07,21.01885,6.885573e-07,21.02293,0.9700579239106775
22.0,6.87068e-07,22.03055,6.984414e-07,22.03333,1.0165535289083467
23.0,7.711282e-07,23.03316,7.884242e-07,23.03122,1.0224294741133835
24.0,6.80644e-07,24.02457,6.984381e-07,24.02871,1.0261430351255574
25.0,8.225423e-07,25.02406,8.052361e-07,25.02621,0.9789601094071393
26.0,7.409618e-07,26.02485,7.236536e-07,26.02091,0.9766409010558978
27.0,7.74089e-07,27.01961,7.884269e-07,27.01958,1.0185222887807475
28.0,8.077155e-07,28.03146,8.200656e-07,28.03322,1.0152901609539497
29.0,7.533231e-07,29.02986,7.493682e-07,29.04461,0.9947500614278256
30.0,8.823682e-07,30.02833,8.645674e-07,30.02556,0.9798261088738238
31.0,7.839754e-07,31.02742,7.730974e-07,31.02358,0.9861245646228185
32.0,8.536887e-07,32.02264,8.630853e-07,32.02383,1.0110070567877962
33.0,8.443051e-07,33.03695,8.452757e-07,33.03123,1.0011495844333997
34.0,8.156288e-07,34.0334,8.205652e-07,34.03575,1.0060522629902229
35.0,9.352719e-07,35.02987,9.169805e-07,35.03489,0.9804426926544034
36.0,8.334187e-07,36.03662,8.210567e-07,36.03002,0.9851671194802805
37.0,9.313177e-07,37.03034,9.565354e-07,37.02876,1.0270774409205365
38.0,8.823689e-07,38.03327,8.957103e-07,38.01925,1.0151199798632977
39.0,8.952248e-07,39.03951,8.986826e-07,39.04426,1.0038624935323508
40.0,9.881749e-07,40.03846,9.66424e-07,40.04083,0.9779888155426737
41.0,8.882964e-07,41.02868,8.808769e-07,41.02906,0.9916474951378841
42.0,1.013394e-06,42.03736,1.028226e-06,42.03624,1.014635965873096
43.0,9.248882e-07,43.03474,9.392293e-07,43.02942,1.0155057659942035
44.0,1.001528e-06,44.04544,9.926268e-07,44.04592,0.9911123802829277
45.0,1.031688e-06,45.04128,1.004498e-06,45.03983,0.9736451330247128
