V_cmd,I_meas_1,V_meas_1,I_meas_2,V_meas_2,ratio_I2_I1
1.0,3.340415e-07,1.010963,3.483818e-07,1.010425,1.0429296958611431
2.0,3.711235e-07,2.013344,3.567862e-07,2.010082,0.9613678465524279
3.0,3.834848e-07,3.017368,3.7607e-07,3.004844,0.9806646834502959
4.0,4.027698e-07,4.01651,3.993076e-07,4.007768,0.991404022843818
5.0,4.14633e-07,5.006306,4.245227e-07,5.004141,1.0238516953546872
6.0,4.438056e-07,6.021796,4.354005e-07,6.017437,0.9810613025162369
7.0,4.546811e-07,7.011053,4.48255e-07,7.017625,0.9858667976302511
8.0,4.665501e-07,8.013489,4.527051e-07,8.014561,0.9703247303987289
9.0,4.650653e-07,9.009295,4.734713e-07,9.012036,1.0180748810973428
10.0,4.808899e-07,10.02102,4.878086e-07,10.00566,1.0143872849065867
11.0,5.016549e-07,11.02228,4.962146e-07,11.02224,0.9891552938085526
12.0,5.204457e-07,12.0231,5.140161e-07,12.0225,0.9876459734416099
13.0,5.58513e-07,13.0161,5.901585e-07,13.01942,1.0566602746936957
14.0,6.836083e-07,14.01585,6.044967e-07,14.01471,0.8842734940462249
15.0,5.911462e-07,15.01325,6.841009e-07,15.01383,1.157244857532705
16.0,6.712434e-07,16.01016,5.946076e-07,16.00965,0.8858300878638062
17.0,6.72235e-07,17.02571,7.20688e-07,17.02403,1.0720774729075397
18.0,6.381169e-07,18.02366,6.326786e-07,18.02313,0.9914775803618427
19.0,7.335458e-07,19.0267,6.890429e-07,19.02003,0.9393318045035498
20.0,6.346528e-07,20.01577,7.21185e-07,20.02036,1.1363457310832001
21.0,7.582623e-07,21.01549,6.628447e-07,21.01686,0.8741628061951648
22.0,6.959735e-07,22.02913,7.755717e-07,22.03274,1.1143695844741215
23.0,7.216798e-07,23.03354,6.771797e-07,23.03896,0.938338166039842
24.0,7.706269e-07,24.02658,7.854593e-07,24.02929,1.0192471869331319
25.0,6.984433e-07,25.02477,7.424426e-07,25.02127,1.0629962374898578
26.0,8.279828e-07,26.01833,7.399744e-07,26.02219,0.8937074538263355
27.0,7.360169e-07,27.02177,8.121581e-07,27.01516,1.1034503419690498
28.0,8.007856e-07,28.03715,7.295858e-07,28.03163,0.9110875620141022
29.0,8.027633e-07,29.02918,8.591286e-07,29.03626,1.0702140967331217
30.0,7.780487e-07,30.03023,7.780417e-07,30.02774,0.9999910031338656
31.0,8.828627e-07,31.02472,8.210591e-07,31.02584,0.9299963629678772
32.0,7.805182e-07,32.02726,8.413332e-07,32.02233,1.0779161844015936
33.0,8.967081e-07,33.03881,7.98314e-07,33.03656,0.8902718733108356
34.0,8.363882e-07,34.03471,9.263734e-07,34.0379,1.1075878401919108
35.0,8.47762e-07,35.03446,8.220467e-07,35.03151,0.9696668404575813
36.0,9.278561e-07,36.03229,9.14012e-07,36.02956,0.9850794751470621
37.0,8.457813e-07,37.02764,8.838527e-07,37.02927,1.0450132912609913
38.0,9.679072e-07,38.02624,8.759412e-07,38.02563,0.9049846927474039
39.0,8.700031e-07,39.04305,9.777939e-07,39.04544,1.1238970297921929
40.0,9.40704e-07,40.0333,8.729716e-07,40.03516,0.9279981800864034
41.0,9.614755e-07,41.03703,9.931227e-07,41.0361,1.0329152432901305
42.0,9.110428e-07,42.03447,9.219203e-07,42.03229,1.011939614692087
43.0,1.021798e-06,43.02608,9.64942e-07,43.03116,0.9443569081168685
44.0,9.2934e-07,44.04922,1.017356e-06,44.04354,1.0947080723954634
45.0,1.042073e-06,45.04245,9.481292e-07,45.05001,0.9098491180560286
46.0,9.960879e-07,46.04196,1.062834e-06,46.03967,1.0670082429472338
47.0,9.985608e-07,47.03566,9.758154e-07,47.03777,0.9772218176399474
48.0,1.078163e-06,48.03688,1.068274e-06,48.03524,0.990827917485575
