V_cmd,I_meas_1,V_meas_1,I_meas_2,V_meas_2,ratio_I2_I1
1.0,3.88118e-07,1.013755,3.864693e-07,1.011935,0.9957520650936055
2.0,4.176197e-07,2.011287,4.136636e-07,2.010557,0.9905270273409037
3.0,4.40035e-07,3.00773,4.388816e-07,3.008641,0.997378844864613
4.0,4.603072e-07,4.003802,4.586604e-07,4.005636,0.9964223892218066
5.0,4.800879e-07,5.004636,4.77614e-07,5.002615,0.9948469853124812
6.0,4.964043e-07,6.015616,4.932724e-07,6.015973,0.9936908282220764
7.0,5.118977e-07,7.012611,5.089308e-07,7.012609,0.9942041153925872
8.0,5.234331e-07,8.008654,5.239289e-07,8.01086,1.0009472079622017
9.0,5.420613e-07,9.009532,5.379387e-07,9.011853,0.9923945871066612
10.0,5.529371e-07,10.00556,5.547503e-07,10.00702,1.0032792156648558
11.0,5.699142e-07,11.02166,5.666172e-07,11.02473,0.9942149186667046
12.0,5.844182e-07,12.01919,5.824406e-07,12.0201,0.9966161218114015
13.0,6.491926e-07,13.0169,6.46061e-07,13.01799,0.9951761618971011
14.0,6.650147e-07,14.01351,6.600736e-07,14.01451,0.9925699386795509
15.0,6.800151e-07,15.01091,6.757298e-07,15.01054,0.9936982281716981
16.0,6.946864e-07,16.01014,6.874279e-07,16.0047,0.9895514004592575
17.0,7.109999e-07,17.02448,7.042431e-07,17.02359,0.9904967637829485
18.0,7.228676e-07,18.02367,7.194063e-07,18.02276,0.9952117095855452
19.0,7.373715e-07,19.02211,7.317686e-07,19.02268,0.9924015235196914
20.0,7.500627e-07,20.01782,7.457779e-07,20.01711,0.9942874109057815
21.0,7.639084e-07,21.01556,7.597876e-07,21.01719,0.9946056359636837
22.0,7.800606e-07,22.03054,7.751162e-07,22.03164,0.9936615180923124
23.0,7.950608e-07,23.02795,7.892889e-07,23.02694,0.9927403036346402
24.0,8.0808e-07,24.02543,8.036294e-07,24.02469,0.994492376992377
25.0,8.215965e-07,25.01973,8.176398e-07,25.01879,0.9951841323569416
26.0,8.356078e-07,26.02023,8.319795e-07,26.01689,0.9956578911781341
27.0,8.504389e-07,27.01676,8.445041e-07,27.01581,0.9930214857293098
28.0,8.631301e-07,28.03248,8.608222e-07,28.03192,0.9973261273126729
29.0,8.768111e-07,29.03041,8.731849e-07,29.03041,0.9958643315532844
30.0,8.914786e-07,30.0248,8.853827e-07,30.02544,0.9931620343999283
31.0,9.053235e-07,31.02252,9.005449e-07,31.02456,0.9947216657912891
32.0,9.203229e-07,32.0228,9.152154e-07,32.02234,0.9944503173831707
33.0,9.338393e-07,33.03674,9.298821e-07,33.03669,0.9957624400686499
34.0,9.470275e-07,34.03202,9.447176e-07,34.03156,0.9975608944830008
35.0,9.610378e-07,35.03012,9.592259e-07,35.03071,0.9981146423168786
36.0,9.745476e-07,36.02543,9.720771e-07,36.02769,0.9974649775957581
37.0,9.895505e-07,37.02951,9.857561e-07,37.025,0.9961655317237472
38.0,1.002737e-06,38.02417,9.974555e-07,38.02059,0.9947329160088837
39.0,1.016577e-06,39.03861,1.01625e-06,39.03908,0.9996783322857
40.0,1.031577e-06,40.03545,1.030093e-06,40.03559,0.9985614258557528
41.0,1.046576e-06,41.03535,1.044763e-06,41.03357,0.9982676843344391
42.0,1.066356e-06,42.03226,1.063058e-06,42.03125,0.9969072242290568
43.0,1.078059e-06,43.02617,1.075419e-06,43.02551,0.9975511544358889
44.0,1.093879e-06,44.04229,1.092231e-06,44.04269,0.9984934348314575
45.0,1.107396e-06,45.03774,1.10822e-06,45.04045,1.0007440879324108
46.0,1.12487e-06,46.03921,1.123052e-06,46.04009,0.9983838132406412
47.0,1.137231e-06,47.03547,1.138218e-06,47.03556,1.0008678975511573
48.0,1.153049e-06,48.03278,1.154203e-06,48.03206,1.001000824769806
49.0,1.170025e-06,49.02996,1.170521e-06,49.03057,1.0004239225657572
50.0,1.184034e-06,50.04487,1.183868e-06,50.04591,0.9998598013232727
51.0,1.206284e-06,51.04236,1.206937e-06,51.04155,1.0005413318919922
52.0,1.225399e-06,52.03953,1.224905e-06,52.04013,0.9995968660003803
53.0,1.242869e-06,53.03667,1.244682e-06,53.03632,1.0014587217156434
54.0,1.262649e-06,54.03519,1.264296e-06,54.0342,1.0013044005103555
55.0,1.27962e-06,55.04901,1.282097e-06,55.05106,1.0019357309201171
56.0,1.300886e-06,56.04853,1.299727e-06,56.04687,0.9991090687423801
57.0,1.319512e-06,57.0465,1.318191e-06,57.04637,0.9989988723103692
58.0,1.337311e-06,58.04343,1.340608e-06,58.04383,1.002465395110038
59.0,1.357416e-06,59.03809,1.360879e-06,59.04037,1.0025511707538441
60.0,1.378515e-06,60.03717,1.381806e-06,60.03546,1.0023873516066202
61.0,1.403731e-06,61.05318,1.405055e-06,61.05431,1.000943200655966
62.0,1.423841e-06,62.04823,1.426148e-06,62.0484,1.0016202651841042
63.0,1.449386e-06,63.04512,1.451531e-06,63.04723,1.0014799370216076
64.0,1.475599e-06,64.04498,1.475101e-06,64.04572,0.9996625099366427
65.0,1.498508e-06,65.04483,1.498503e-06,65.04185,0.99999666334781
66.0,1.526031e-06,66.05844,1.526853e-06,66.05781,1.0005386522292141
67.0,1.550257e-06,67.05548,1.552897e-06,67.05526,1.0017029434474412
68.0,1.579756e-06,68.05159,1.58075e-06,68.05199,1.0006292110933588
69.0,1.611572e-06,69.04955,1.609099e-06,69.04952,0.9984654734631775
70.0,1.641568e-06,70.04667,1.64058e-06,70.04562,0.9993981364159146
71.0,1.674701e-06,71.0424,1.675851e-06,71.0433,1.0006866897434228
72.0,1.706675e-06,72.05695,1.706511e-06,72.06028,0.9999039067192054
