V_cmd,I_meas_1,V_meas_1,I_meas_2,V_meas_2,ratio_I2_I1
1.0,3.732831e-07,1.01157,3.907535e-07,1.01284,1.0468020116635337
2.0,4.052583e-07,2.010379,4.222344e-07,2.01074,1.0418895800530181
3.0,4.283331e-07,3.007551,4.46464e-07,3.009011,1.0423289724749267
4.0,4.486067e-07,4.006003,4.64098e-07,4.003074,1.0345320299496195
5.0,4.667361e-07,5.002256,4.85196e-07,5.00371,1.039551043941105
6.0,4.838777e-07,6.01543,5.01185e-07,6.01672,1.0357679223489735
7.0,4.975574e-07,7.013142,5.153586e-07,7.015696,1.0357771786732548
8.0,5.122268e-07,8.014319,5.298629e-07,8.012506,1.0344302562849113
9.0,5.264017e-07,9.00986,5.45521e-07,9.010226,1.036320741365387
10.0,5.414e-07,10.00684,5.582131e-07,10.00705,1.0310548577761358
11.0,5.560696e-07,11.01984,5.727157e-07,11.02128,1.0299352814827496
12.0,5.748602e-07,12.01795,5.880443e-07,12.01955,1.022934445626954
13.0,6.300733e-07,13.01599,6.608959e-07,13.01674,1.0489190702097677
14.0,6.416087e-07,14.01074,6.749054e-07,14.01391,1.0518956491705926
15.0,6.567742e-07,15.01088,6.879252e-07,15.01142,1.0474303040527475
16.0,6.691362e-07,16.01151,6.989688e-07,16.00861,1.0445837484207252
17.0,6.811682e-07,17.0245,7.11002e-07,17.02509,1.043797992918636
18.0,6.943533e-07,18.02293,7.212206e-07,18.0237,1.0386939905088663
19.0,7.070444e-07,19.02155,7.342423e-07,19.02199,1.0384670326219967
20.0,7.212222e-07,20.01702,7.441294e-07,20.01983,1.0317616401713647
21.0,7.317681e-07,21.01447,7.550072e-07,21.01535,1.0317574652406958
22.0,7.434675e-07,22.02572,7.665458e-07,22.03074,1.0310414375880586
23.0,7.602821e-07,23.02845,7.775851e-07,23.02597,1.0227586576088008
24.0,7.719851e-07,24.02582,7.90609e-07,24.02488,1.0241246884169137
25.0,7.851722e-07,25.02069,8.008278e-07,25.01933,1.0199390655960565
26.0,7.98357e-07,26.01928,8.135206e-07,26.01819,1.0189935079168844
27.0,8.123655e-07,27.01731,8.250581e-07,27.01791,1.0156242479524302
28.0,8.276954e-07,28.03418,8.362666e-07,28.03348,1.010355500344692
29.0,8.395615e-07,29.03077,8.47968e-07,29.02989,1.0100129651014251
30.0,8.529116e-07,30.02593,8.58846e-07,30.02651,1.0069578136819808
31.0,8.674179e-07,31.02337,8.721944e-07,31.02324,1.0055065730139994
32.0,8.817543e-07,32.01914,8.852186e-07,32.02109,1.003928872249333
33.0,8.969188e-07,33.03654,8.970804e-07,33.0355,1.0001801723857278
