V_cmd,I_meas_1,V_meas_1,I_meas_2,V_meas_2,ratio_I2_I1
1.0,4.258615e-07,1.013572,4.022916e-07,1.013024,0.9446536021687802
2.0,4.583302e-07,2.008195,4.359152e-07,2.011108,0.9510942111167888
3.0,4.842074e-07,3.007551,4.639349e-07,3.007919,0.9581326101170696
4.0,5.062949e-07,4.005102,4.848686e-07,4.005835,0.957680197845169
5.0,5.259087e-07,5.00228,5.05471e-07,5.003008,0.9611383116499118
6.0,5.450264e-07,6.015615,5.23929e-07,6.016155,0.9612910493876994
7.0,5.595292e-07,7.010947,5.404107e-07,7.013503,0.9658310951421302
8.0,5.79473e-07,8.010307,5.588716e-07,8.009419,0.9644480415826103
9.0,5.954622e-07,9.008781,5.735404e-07,9.009132,0.9631852366111567
10.0,6.106254e-07,10.00595,5.91177e-07,10.00687,0.968150031099263
11.0,6.27437e-07,11.02148,6.073288e-07,11.02166,0.9679518421769835
12.0,6.450725e-07,12.01901,6.21998e-07,12.01811,0.9642296020989889
13.0,7.203978e-07,13.01786,6.775425e-07,13.0171,0.9405116173314244
14.0,7.335813e-07,14.01481,6.943541e-07,14.01445,0.9465264449898055
15.0,7.51054e-07,15.01348,7.077046e-07,15.01362,0.9422819131513845
16.0,7.617662e-07,16.00862,7.218788e-07,16.00988,0.9476382648639439
17.0,7.782481e-07,17.02452,7.358885e-07,17.02286,0.945570570618804
18.0,7.904434e-07,18.02183,7.505606e-07,18.02248,0.9495437623996861
19.0,8.059381e-07,19.02086,7.639078e-07,19.01993,0.9478492206783623
20.0,8.197832e-07,20.01713,7.770935e-07,20.01601,0.9479256222864776
21.0,8.332972e-07,21.01299,7.901138e-07,21.01226,0.9481776729839005
22.0,8.491233e-07,22.0299,8.057734e-07,22.03002,0.9489474614581888
23.0,8.604938e-07,23.02937,8.199484e-07,23.02884,0.9528812409804696
24.0,8.723603e-07,24.02471,8.329685e-07,24.02709,0.9548445751142045
25.0,8.84886e-07,25.02023,8.473069e-07,25.01986,0.9575322696934971
26.0,8.998852e-07,26.0185,8.626362e-07,26.01779,0.9586069423077521
27.0,9.11752e-07,27.01548,8.769754e-07,27.01532,0.9618573910449333
28.0,9.270817e-07,28.03561,8.899952e-07,28.03191,0.9599965137916109
29.0,9.396072e-07,29.02893,9.054895e-07,29.02912,0.9636894012732128
30.0,9.559253e-07,30.02559,9.196636e-07,30.02428,0.9620663874049573
31.0,9.677933e-07,31.02407,9.37301e-07,31.02405,0.9684929622885384
32.0,9.813077e-07,32.02139,9.493325e-07,32.02375,0.9674157249555874
33.0,9.956468e-07,33.03564,9.66473e-07,33.0378,0.9706986453429068
34.0,1.01147e-06,34.03265,9.832852e-07,34.03244,0.97213481368701
